"ISBN";"1st-Keyword";"2nd-Keyword";"Book-Author";"Year-of-Publication"
"0843949163";"dark";"the";"Richard Laymon";"2001"
"0843949171";"lightning";"chase";"Madeline Baker";"2001"
"0843949260";"balance";"nature";"Tim Lebbon";"2001"
"0843949325";"dragon";"lord";"Connie Mason";"2001"
"0843949333";"marriage";"the";"Claudia Dain";"2001"
"084394952X";"legend";"dark";"Christine Feehan";"2002"
"0843949635";"savage";"moon";"Cassie Edwards";"2002"
"0843949651";"intentions";"noble";"Katie Macalister";"2002"
"0843949724";"homecoming";"riders";"Leigh Greenwood";"2002"
"0843949783";"island";"null";"Richard Laymon";"2002"
"0843949848";"viking";"fair";"Sandra Hill";"2002"
"0843949880";"infernal";"city";"Edward Lee";"2002"
"0843949945";"guardian";"dark";"Christine Feehan";"2002"
"0843949988";"wounds";"null";"Jemiah Jefferson";"2002"
"084395020X";"hellion";"rogue";"Connie Mason";"2002"
"0843950234";"cathedral";"vampires";"Mary Ann Mitchell";"2002"
"0843950315";"vampyrrhic";"null";"Simon Clark";"2002"
"0843950366";"electric";"body";"Susan Squires";"2002"
"0843950374";"savage";"love";"Cassie Edwards";"2002"
"0843950404";"red";"null";"Jack Ketchum";"2002"
"0843950455";"wants";"what";"Lynsay Sands";"2002"
"0843950463";"lonesome";"october";"Richard Laymon";"2002"
"0843950471";"darkness,";"tell";"Richard Laymon";"2003"
"084395048X";"lair";"lion";"Christine Feehan";"2002"
"0843950498";"melody";"dark";"Christine Feehan";"2003"
"0843950552";"infinite";"leisure";"Doug Clegg";"2002"
"0843950641";"cartoon";"viking";"Sandra Hill";"2003"
"0843950757";"monstrosity";"null";"Edward Lee";"2003"
"0843950803";"historical";"reckless";"Madeline Baker";"2002"
"0843950900";"orchid";"street";"T. M. Wright";"2003"
"0843950951";"born";"love";"Leigh Greenwood";"2003"
"0843951036";"sanctuary";"no";"Richard Laymon";"2003"
"0843951109";"overtree";"leisure";"James A. Moore";"2002"
"0843951257";"night";"class";"Tom Piccirilli";"2002"
"0843951532";"nights";"four";"Bentley Little";"2003"
"0843951559";"halfmoon";"hunters";"Bobbi Smith";"2003"
"0843951583";"vikings";"tale";"Sandra Hill";"2004"
"0843951702";"only";"the";"Christine Feehan";"2003"
"0843951818";"blood";"games";"Richard Laymon";"2003"
"0843951907";"universe";"dark";"William F. Nolan";"2003"
"0843951958";"face";"null";"Tim Lebbon";"2003"
"0843952016";"rising";"the";"Brian Keene";"2004"
"0843952059";"virile";"viking";"Sandra Hill";"2003"
"0843952083";"wind";"wolf";"Cindy Holby";"2003"
"0843952180";"darkfall";"null";"Stephen Laws";"2003"
"0843952202";"temptation";"the";"Claudia Dain";"2003"
"0843952407";"doorkeepers";"the";"Graham Masterton";"2003"
"0843952512";"year";"life";"Katie Maxwell";"2003"
"084395275X";"angel";"red";"Andrew Harper";"2003"
"0849908647";"stones";"still";"Max Lucado";"1993"
"0849911435";"grace";"grip";"Max Lucado";"1996"
"0849911672";"angels";"null";"Billy Graham";"1994"
"0849911788";"oath";"novel";"Frank Peretti";"1995"
"0849911796";"visitation";"the";"Frank Peretti";"1999"
"0849912970";"traveling";"releasing";"Max Lucado";"2001"
"0849916550";"chose";"nails";"Max Lucado";"2000"
"0849916739";"wounded";"spirit";"Frank Peretti";"2000"
"0849916836";"this";"just";"Max Lucado";"2001"
"0849932017";"geranium";"happy";"Barbara Johnson";"1990"
"0849933137";"cesspools";"splashes";"Barbara Johnson";"1992"
"0849934176";"hammer";"theres";"Barbara Johnson";"1994"
"0849937809";"bottle";"blue";"Penelope J. Stokes";"2000"
"0849938635";"oath";"the";"Frank Peretti";"1996"
"0849942829";"dance";"time";"Karen Kingsbury";"2001"
"0849942845";"novel";"note";"Angela Elwell Hunt";"2001"
"0849942918";"heaven";"weeps";"Ted Dekker";"2001"
"0849943124";"blessed";"child";"Bill Bright";"2001"
"0849956242";"moment";"grace";"Max Lucado";"2000"
"0855616539";"factory";"potato";"Bryce Courtenay";"1995"
"0860074382";"charing";"cross";"Helene Hanff";"0"
"0860680649";"surfacing";"null";"Margaret Atwood";"0"
"0860681297";"edible";"woman";"Margaret Eleanor Atwood";"1980"
"0860686736";"swingin";"singin";"Maya Angelou";"0"
"0860917886";"rigoberta";"guatemala";"Rigoberta Menchu";"1987"
"0864425295";"encounters";"stories";"Michelle De Kretser";"1998"
"0865470545";"bridge";"mr";"Evan S. Connell";"1990"
"0865470561";"bridge";"novel";"Evan S. Connell";"1990"
"0865471185";"night";"west";"Beryl Markham";"1983"
"0865472807";"laughter";"novel";"Anne Lamott";"1987"
"0865714088";"automobile";"divorce";"Katharine T. Alvord";"2000"
"0868246786";"zigzag";"street";"Nick Earls";"1997"
"0870212850";"october";"hunt";"Tom Clancy";"1984"
"0871132389";"story";"life";"Jay McInerney";"1988"
"087113375X";"etiquette";"manners";"P.J. O'Rourke";"1990"
"0871134799";"suicide";"blonde";"Darcey Steinke";"1992"
"0871135809";"overpopulation,";"ecological";"P.J. O'Rourke";"1994"
"0871135922";"rain";"null";"Kirsty Gunn";"1995"
"0871136090";"twentyfive";"innocence,";"P. J. O'Rourke";"1995"
"087113652X";"indian";"killer";"Sherman Alexie";"1996"
"0871136791";"mountain";"cold";"Charles Frazier";"1997"
"0871137534";"lodger";"dress";"Sheri Holman";"2000"
"087113795X";"peace";"river";"Leif Enger";"2001"
"0871138018";"toughest";"indian";"Sherman Alexie";"2000"
"0871138190";"blondes";"four";"Candace Bushnell";"2000"
"0871138743";"triangle";"changed";"David Von Drehle";"2003"
"0871139006";"mammoth";"cheese";"Sheri Holman";"2003"
"0871139081";"loving";"che";"Ana Menendez";"2003"
"0871233150";"journey";"softly,";"Janette Oke";"1982"
"0871233428";"softly,";"softly";"Janette Oke";"1979"
"0871233452";"enduring";"promise";"Janette Oke";"1980"
"0871234017";"abiding";"softly,";"Janette Oke";"1983"
"0871234130";"seasons";"summer";"Janette Oke";"1981"
"0871236117";"canadian";"calls";"Janette Oke";"1983"
"0871236168";"unending";"softly,";"Janette Oke";"1984"
"0871238705";"chronicles,";"thoene,";"Bodie Thoene";"1986"
"0871239795";"unfolding";"softly";"Janette Oke";"1987"
"0871313073";"superiority";"lefthander";"James T. De Kay";"1979"
"0872169464";"girls";"nice";"Irene Kassorla";"1982"
"0872860175";"pocket";"poets";"Allen Ginsberg";"1956"
"0872861562";"beautiful";"stories";"Charles Bukowski";"1983"
"0873523792";"handbook";"research";"Joseph Gibaldi";"1988"
"0874411033";"driven";"leaf";"Milton Steinberg";"1996"
"0874772095";"fulfillment";"spiritual";"Rick Fields";"1984"
"0874775132";"creativity";"confidence";"Betty Edwards";"1989"
"0874776945";"creativity";"spiritual";"Julia Cameron";"1992"
"0874778883";"seven";"years";"Heinrich Harrer";"1997"
"0874869870";"martyrdom";"unlikely";"Misty Bernall";"1999"
"0875420036";"llewellyns";"beginners";"K. Amber";"1991"
"0875420087";"llewellyns";"practical";"Ted Andrews";"1992"
"0875420133";"llewellyns";"series";"Ted Andrews";"1991"
"0875420281";"animalspeak";"spiritual";"Ted Andrews";"1993"
"0875420486";"candleburning";"llewellyns";"Raymond Buckland";"1974"
"0875420508";"llewellyns";"bucklands";"Raymond Buckland";"1986"
"0875421180";"practitioner";"solitary";"Scott Cunningham";"1988"
"0875421229";"cunninghams";"encyclopedia";"Scott Cunningham";"1984"
"0875421245";"llewellyns";"household";"Scott Cunningham";"1987"
"087542127X";"llewellyns";"witchcraft";"Scott Cunningham";"1988"
"0875421288";"llewellyns";"practical";"Scott, Cunningham";"1989"
"0875421318";"llewellyns";"techniques";"Scott Cunningham";"1991"
"0875421369";"llewellyns";"series";"Deanna J. Conway";"1990"
"0875421849";"practitioner";"llewellyns";"Scott Cunningham";"1993"
"087542791X";"broomstick";"generation";"Silver Ravenwolf";"1993"
"0875961517";"encyclopedia";"emotional";"Denise Foley";"1993"
"0875962955";"fatburners";"fatmakers";"Robert K. Cooper";"1996"
"0876120796";"autobiography";"yogi";"P. Yogananda";"1979"
"0876451121";"caliban";"mrs";"Rachel Ingalls";"1997"
"0876850867";"office";"post";"Charles Bukowski";"1980"
"0876853904";"women";"null";"Charles Bukowski";"1978"
"0876855575";"ham";"rye";"Charles Bukowski";"1982"
"0877017883";"correspondence";"extraordinary";"Nick Bantock";"1991"
"0877733759";"writing";"bones";"NATALIE GOLDBERG";"1986"
"0877799156";"dictionary";"official";"Merriam-Webster";"1996"
"0877956324";"glitz";"null";"Elmore Leonard";"1985"
"0877958262";"belinda";"null";"Anne Rice";"1986"
"0877958416";"leonards";"bandits";"Elmore Leonard";"1986"
"0878573410";"gardening";"square";"Mel Bartholomew";"1981"
"0878575103";"probably";"hazards";"Dave Barry";"2000"
"0878575782";"rodales";"everyday";"Carol Hupping";"1985"
"0878576525";"corporation";"roughly";"Dave Barry";"2000"
"0878578730";"techniques";"thousands";"Editors Prevention Health Books";"1990"
"087905283X";"wearing";"dads";"Barry Yourgrau";"1987"
"0879978570";"thendara";"house";"Marion Zimm Bradley";"1983"
"0879979623";"sorcery";"city";"Marion Zimmer Bradley";"1984"
"0880015829";"sheltering";"the";"Paul Bowles";"1998"
"0880016884";"hideous";"kinky";"Esther Freud";"1999"
"0880297697";"malicious";"mysteries";"Isaac Asimov";"1993"
"0880299010";"dracula";"null";"Bram Stoker";"1992"
"0880299053";"phantom";"opera";"Gaston Leroux";"0"
"0880299185";"wuthering";"heights";"Emily Bronte";"1992"
"0880381736";"dragonlance";"chronicles,";"Margaret Weis";"1990"
"0880381744";"dragons";"winter";"Margaret Weis";"1985"
"0880381752";"dragonlance";"chronicles,";"Margaret Weis";"1985"
"0880382651";"dragonlance";"trilogy,";"Margaret Weis";"1986"
"088038266X";"dragonlance";"legends,";"Margaret Weis";"1986"
"0880382678";"dragonlance";"legends,";"Margaret Weis";"1986"
"0880383828";"dragonlance";"dwarves,";"Margaret Weis";"1987"
"0880384549";"dragonlance";"tales,";"Tracy Hickman";"2000"
"0880384557";"windwalker";"bimbos";"Sharyn McCrumb";"1987"
"0880385197";"dragonlance";"tales,";"Margaret Weis";"1987"
"0880385359";"forgotten";"trilogy,";"R. A. Salvatore";"1988"
"0880385480";"dragonlance";"heroes,";"Richard Knaak";"1988"
"0880385979";"dragonlance";"stormblade";"Nancy Berberick";"1988"
"0880386258";"dragonlance";"weasels";"Michael Williams";"1989"
"088038672X";"forgotten";"trilogy,";"R.A. Salvatore";"1989"
"088038722X";"dragonlance";"preludes";"Paul B. Thompson";"1989"
"0880387300";"shadowdale";"forgotten";"Scott Ciencin";"1989"
"0880387351";"forgotten";"radiance";"James M. Ward";"1989"
"0880387483";"forgotten";"trilogy,";"Richard Awlinson";"1989"
"0880387548";"dragonlance";"kendermore";"Mary Kirchoff";"1989"
"0880387769";"dragonlance";"preludes,";"Kevin Stein";"1990"
"088038901X";"halflings";"forgotten";"R. A. Salvatore";"1990"
"0880389052";"forgotten";"homeland";"R.A. Salvatore";"1990"
"0880389095";"dragonlance";"riverwind";"Paul B. Thompson";"1990"
"0880389117";"dragonlance";"preludes";"Mary Kirchoff";"1990"
"0880389206";"forgotten";"trilogy";"R. A. Salvatore";"1996"
"0880706317";"ragamuffin";"gospel";"Brennan Manning";"1990"
"0880882239";"journals";"myself";"Nick Beillenson";"1999"
"0882893327";"pelican";"series";"Robert Tallant";"1983"
"088365721X";"everything";"postnatal";"Erma Bombeck";"1994"
"0883657635";"treasury";"stories";"Roger Caras";"1992"
"0883659654";"contemporary";"company";"Michael J. Rosen";"2004"
"0883659948";"organizing";"everything";"Sheree Bykofsky";"1997"
"088396631X";"differences";"emotions";"Susan Polis Schutz";"2001"
"0884042693";"dianetics";"dianetics";"L. Ron Hubbard";"1986"
"0884042820";"invaders";"mission";"L. Ron Hubbard";"1990"
"0884042839";"mission";"genesis";"L. Ron Hubbard";"1988"
"0884042847";"mission";"within";"L. Ron Hubbard";"1988"
"088404632X";"dianetics";"science";"L. Ron Hubbard";"1995"
"0884046818";"battlefield";"earth";"L. Ron Hubbard";"1991"
"0884270610";"improvement";"process";"Eliyahu M. Goldratt";"1992"
"0884860884";"heartfour";"complete";"Janette Oke";"1993"
"0886770750";"warrior";"woman";"Marion Zimmer Bradley";"1985"
"0886771625";"tailchasers";"song";"Tad Williams";"1986"
"0886772540";"morgaine";"exiles";"C.J. Cherryh";"1988"
"0886773121";"dragon";"prince";"Melanie Rawn";"1988"
"0886773318";"crystal";"novels";"Tanya Huff";"1995"
"0886773490";"dragon";"prince,";"Melanie Rawn";"1994"
"0886773520";"heraldmage";"magics";"Mercedes Lackey";"1994"
"0886773555";"catfantastic";"null";"Andre Norton";"1989"
"0886773687";"armor";"null";"John Steakley";"1990"
"0886773741";"tailchasers";"song";"Tad Williams";"1994"
"0886773776";"valdemar,";"arrows";"Mercedes Lackey";"1987"
"0886773784";"valdemar,";"heralds";"Mercedes Lackey";"1996"
"0886773849";"paperback";"dragonbone";"Tad Williams";"1994"
"0886774004";"valdemar,";"arrows";"Mercedes Lackey";"1996"
"0886774012";"heraldmage";"magics";"Mercedes Lackey";"1994"
"0886774039";"sunrunners";"dragon";"Melanie Rawn";"1994"
"0886774144";"oathbound";"honor,";"Mercedes Lackey";"1996"
"0886774268";"heraldmage";"magics";"Mercedes Lackey";"1994"
"0886774454";"fires";"stone";"Tanya Huff";"1990"
"0886774500";"dragon";"prince,";"Melanie Rawn";"1994"
"0886774519";"hammerfell";"heirs";"Marion Zimmer Bradley";"1990"
"0886774543";"oathbreakers";"honor,";"Mercedes Lackey";"1995"
"0886774616";"catfantastic";"collectors";"Andre Norton";"1994"
"0886774632";"kerowyns";"sword";"Mercedes Lackey";"1991"
"0886774691";"renunciates";"darkover";"Marion Zimmer Bradley";"1991"
"0886774713";"collectors";"blood";"Tanya Huff";"1993"
"0886774802";"farewell";"memory,";"Tad Williams";"1994"
"0886774829";"stronghold";"dragon";"Melanie Rawn";"1994"
"0886775027";"blood";"trail";"Tanya Huff";"1997"
"0886775035";"renshai";"last";"Mickey Zucker Reichert";"1996"
"0886775132";"collectors";"jaran";"Kate Elliott";"1994"
"0886775167";"winds,";"winds";"Mercedes Lackey";"1997"
"0886775272";"coldfire";"trilogy,";"C.S. Friedman";"1994"
"0886775299";"rediscovery";"null";"Marion Zimmer Bradley";"1994"
"0886775302";"collectors";"blood";"Tanya Huff";"1993"
"0886775426";"dragon";"dragon";"Melanie Rawn";"1994"
"0886775469";"earthly";"earthly";"Kate Elliott";"1994"
"0886775507";"finderseekers,";"ghattis";"Gayle Greeno";"1993"
"0886775639";"change";"winds,";"Mercedes Lackey";"1994"
"0886775795";"mindspeakers";"ghattis";"Gayle Greeno";"1994"
"0886775825";"collectors";"blood";"Tanya Huff";"1997"
"0886775876";"collectors";"nightfall";"Mickey Zucker Reichert";"1993"
"0886775957";"skybowl";"dragon";"Melanie Rawn";"1994"
"0886775981";"memory,";"sorrow,";"Tad Williams";"1994"
"0886776066";"memory,";"sorrow,";"Tad Williams";"1994"
"0886776120";"winds,";"winds";"Mercedes Lackey";"1994"
"0886776244";"moontide";"without";"Sean Russell";"1995"
"0886776287";"collectors";"quarters";"Tanya Huff";"1996"
"0886776341";"dragon";"nimbus";"Irene Radford";"1994"
"0886776376";"collectors";"foreigner";"C.J. Cherryh";"1994"
"0886776430";"collectors";"gryphon";"Mercedes Lackey";"1995"
"0886776481";"death";"watch";"Elizabeth Forrest";"1995"
"0886776554";"ghattis";"exiles";"Gayle Greeno";"1995"
"0886776619";"warning";"storms,";"Mercedes Lackey";"1995"
"0886776651";"moontide";"without";"Sean Russell";"1996"
"0886776686";"exiles,";"ambrai";"Melanie Rawn";"1995"
"0886776821";"gryphon";"white";"Mercedes Lackey";"1996"
"0886777208";"collectors";"valdemar";"Mercedes Lackey";"1999"
"0886777313";"mageborn";"exiles,";"Melanie Rawn";"1998"
"0886777348";"darkover";"exiles";"Marion Zimmer Bradley";"1997"
"0886777399";"collectors";"blood";"Tanya Huff";"1997"
"0886777402";"broken";"sword,";"Michelle West";"1997"
"0886777542";"owlflight";"darians";"Mercedes Lackey";"1997"
"0886777631";"otherland,";"golden";"Tad Williams";"1998"
"0886777690";"collectors";"thousand";"Julie E. Czerneda";"1997"
"0886777712";"paperback";"kings";"Kate Elliott";"1998"
"0886777739";"oathblood";"honor,";"Mercedes Lackey";"1998"
"0886777828";"dreamstone,";"dreaming";"C. J. Cherryh";"1997"
"0886777844";"summon";"keeper";"Tanya Huff";"1998"
"0886777992";"alien";"shore";"C. S. Friedman";"2004"
"0886778034";"valdemar";"owlsight";"Mercedes Lackey";"1999"
"0886778190";"collectors";"wizard";"Tanya Huff";"1999"
"0886778441";"otherland,";"volume";"Tad Williams";"1999"
"0886778581";"green";"rider";"Kristen Britain";"2000"
"0886778697";"trilogy";"faded";"C. J. Cherryh";"2000"
"0886778905";"black";"swan";"Mercedes Lackey";"2000"
"0886778913";"sorceress";"sword";"Marion Zimmer Bradley";"2000"
"0886778964";"collectors";"valors";"Tanya Huff";"2000"
"0886779065";"otherland,";"mountain";"Tad Williams";"2000"
"0886779227";"vampire";"single";"Martin H. Greenberg";"2001"
"0886779537";"tailchasers";"song";"Tad Williams";"2000"
"0886779758";"chronicles,";"summoning";"Tanya Huff";"2001"
"0886779766";"shapechangers";"chronicles";"Jennifer Roberson";"2001"
"0886779898";"brightly";"burning";"Mercedes Lackey";"2001"
"0886779995";"company";"others";"Julie E. Czerneda";"2001"
"0887307876";"cubicleseye";"afflictions";"Scott Adams";"1996"
"0887307884";"management";"dogberts";"Scott Adams";"1996"
"0887308589";"cubicleseye";"afflictions";"Scott Adams";"1997"
"088730866X";"stupidity";"thriving";"Scott Adams";"1997"
"0887308716";"coworkers";"dilberts";"Scott Adams";"1998"
"0887308953";"coworkers";"dilberts";"Scott Adams";"1999"
"0887309100";"stupidity";"thriving";"Scott Adams";"1998"
"0887621112";"salt";"fish";"Larissa Lai";"2002"
"0888994168";"breadwinner";"null";"Deborah Ellis";"2001"
"0889740224";"daughters";"copper";"Anne Cameron";"1988"
"0890090572";"illustrated";"original";"Arthur Conan Doyle";"1991"
"0890438439";"practically";"anything";"Edward Kipel";"1996"
"0890876517";"companion";"creative";"Sark";"1991"
"0890876789";"inspiration";"sandwich";"Sark";"1992"
"0890877033";"creative";"morsels";"Sark";"1994"
"0891073906";"darkness";"present";"Frank E. Peretti";"1986"
"0891075275";"piercing";"darkness";"Frank E. Peretti";"1989"
"0891076182";"prophet";"null";"Frank E. Peretti";"1992"
"0891090665";"excellence";"becoming";"Cynthia Heald";"1986"
"0892131284";"vegetarian";"karmafree";"A. C. Bhaktivedanta Swami Prabhupada et al.";"1991"
"0892550147";"givers";"bread";"Anzia Yezierska";"1999"
"0892965681";"hardcover";"mysteries";"Margaret Maron";"1996"
"0892966505";"hardcover";"mysteries";"Marcia Muller";"1998"
"0892966548";"hardcover";"mysteries";"Margaret Maron";"1997"
"0892966750";"hardcover";"mysteries";"M. C. Beaton";"1999"
"0892966890";"hardcover";"mysteries";"Marcia Muller";"2000"
"0892966904";"deception";"point";"Marcia Muller";"2001"
"0892966971";"obsession";"killing";"Nicci French";"1999"
"089296720X";"uncommon";"clay";"Margaret Maron";"2001"
"0892967269";"beneath";"skin";"Nicci French";"2000"
